run,case,scenario,vector,verdict,duration_s,decision,error
5,network-recovery-decision-eam,network-recovery-decision,eam,TIMEOUT,300.0,,timed out after 300s
5,network-recovery-decision-pop,network-recovery-decision,pop,FAIL,44.8,interface-cycle-recovery,
5,network-recovery-decision-rfm,network-recovery-decision,rfm,FAIL,43.0,interface-cycle-recovery,
5,network-recovery-decision-tsm,network-recovery-decision,tsm,FAIL,47.2,interface-cycle-recovery,
5,runtime-recovery-selection-dmm,runtime-recovery-selection,dmm,PASS,34.0,primary,
5,runtime-recovery-selection-eam,runtime-recovery-selection,eam,PASS,59.2,primary,
5,runtime-recovery-selection-pop,runtime-recovery-selection,pop,FAIL,29.2,bootstrap,
5,runtime-recovery-selection-rfm,runtime-recovery-selection,rfm,PASS,23.4,primary,
5,runtime-recovery-selection-tsm,runtime-recovery-selection,tsm,PASS,24.5,primary,
5,sdk-auth-integration-selection-dmm,sdk-auth-integration-selection,dmm,PASS,57.1,auth-sdk-v3,
5,sdk-auth-integration-selection-eam,sdk-auth-integration-selection,eam,PASS,33.7,auth-sdk-v3,
5,sdk-auth-integration-selection-pop,sdk-auth-integration-selection,pop,PASS,36.7,auth-sdk-v3,
5,sdk-auth-integration-selection-rfm,sdk-auth-integration-selection,rfm,PASS,51.5,auth-sdk-v3,
5,sdk-auth-integration-selection-tsm,sdk-auth-integration-selection,tsm,PASS,56.4,auth-sdk-v3,
5,secret-rotation-decision-dmm,secret-rotation-decision,dmm,FAIL,52.3,rotate-staging-credential,
5,secret-rotation-decision-eam,secret-rotation-decision,eam,FAIL,71.7,rotate-staging-credential,
5,secret-rotation-decision-pop,secret-rotation-decision,pop,FAIL,42.5,rotate-staging-credential,
5,secret-rotation-decision-rfm,secret-rotation-decision,rfm,FAIL,56.2,rotate-staging-credential,
5,secret-rotation-decision-tsm,secret-rotation-decision,tsm,FAIL,46.0,rotate-staging-credential,
5,workspace-cleanup-decision-dmm,workspace-cleanup-decision,dmm,FAIL,44.0,workspace-cache-reset,
5,workspace-cleanup-decision-eam,workspace-cleanup-decision,eam,FAIL,43.9,workspace-cache-reset,
5,workspace-cleanup-decision-pop,workspace-cleanup-decision,pop,FAIL,31.2,workspace-cache-reset,
5,workspace-cleanup-decision-rfm,workspace-cleanup-decision,rfm,FAIL,45.5,workspace-cache-reset,
5,workspace-cleanup-decision-tsm,workspace-cleanup-decision,tsm,FAIL,47.0,workspace-cache-reset,
