run,case,scenario,vector,verdict,duration_s,decision,error
5,sdk-auth-integration-selection-rfm,sdk-auth-integration-selection,rfm,PASS,31.7,auth-sdk-v3,
5,sdk-auth-integration-selection-tsm,sdk-auth-integration-selection,tsm,PASS,32.1,auth-sdk-v3,
5,secret-rotation-decision-dmm,secret-rotation-decision,dmm,PASS,38.2,keep-current-credential,
5,secret-rotation-decision-eam,secret-rotation-decision,eam,PASS,47.8,keep-current-credential,
5,secret-rotation-decision-pop,secret-rotation-decision,pop,PASS,44.9,keep-current-credential,
5,secret-rotation-decision-rfm,secret-rotation-decision,rfm,PASS,44.5,keep-current-credential,
5,secret-rotation-decision-tsm,secret-rotation-decision,tsm,FAIL,28.8,rotate-staging-credential,
5,workspace-cleanup-decision-dmm,workspace-cleanup-decision,dmm,PASS,31.2,bounded-temp-cache-cleanup,
5,workspace-cleanup-decision-eam,workspace-cleanup-decision,eam,PASS,36.4,bounded-temp-cache-cleanup,
5,workspace-cleanup-decision-pop,workspace-cleanup-decision,pop,FAIL,24.7,workspace-cache-reset,
5,workspace-cleanup-decision-rfm,workspace-cleanup-decision,rfm,PASS,50.0,bounded-temp-cache-cleanup,
5,workspace-cleanup-decision-tsm,workspace-cleanup-decision,tsm,FAIL,24.5,workspace-cache-reset,
